Sr No,Timestamp,Device Name,MAC Address,RSSI,Raw Data
1,01-03-2024 15:32:58:617,IW63,7C:D9:F4:1C:2E:D9,-77,0689a00018049050949573633
2,01-03-2024 15:32:58:673,-,60:CB:31:90:45:FA,-93,1e06000109200297908a544e20eb72d56d3ed34bc358bb6e6c1c47c0c559
3,01-03-2024 15:32:58:684,-,0D:51:0F:2D:01:C0,-74,1606000109210a3675b7995f48526563657074696f6e
4,01-03-2024 15:32:58:772,-,04:A8:0B:C0:3E:AA,-99,1e060001092002d53b7fbb491ab7f7fe08562e47253a6f406342216c9f09
5,01-03-2024 15:32:58:777,-,29:3D:D9:91:43:D3,-85,1e060001092022ea05b329ee851dfd2d40969140be4af89834894e43d602
6,01-03-2024 15:32:58:783,-,60:CB:31:90:45:FA,-90,1e06000109200297908a544e20eb72d56d3ed34bc358bb6e6c1c47c0c559
7,01-03-2024 15:32:58:788,-,0D:51:0F:2D:01:C0,-71,1606000109210a3675b7995f48526563657074696f6e
8,01-03-2024 15:32:58:846,-,0F:B8:B6:64:64:DB,-93,1e0600010920028f767e3436cd2450fd5b09b6ce98f2404a423c3445514a
9,01-03-2024 15:32:58:879,-,04:A8:0B:C0:3E:AA,-95,1e060001092002d53b7fbb491ab7f7fe08562e47253a6f406342216c9f09
10,01-03-2024 15:32:58:882,-,29:3D:D9:91:43:D3,-86,1e060001092022ea05b329ee851dfd2d40969140be4af89834894e43d602
11,01-03-2024 15:32:58:892,-,0D:51:0F:2D:01:C0,-77,1606000109210a3675b7995f48526563657074696f6e
12,01-03-2024 15:32:58:912,-,63:C1:7D:C5:5C:F2,-46,0a4c001005771c0245ac
13,01-03-2024 15:32:58:993,-,60:CB:31:90:45:FA,-87,1e06000109200297908a544e20eb72d56d3ed34bc358bb6e6c1c47c0c559
14,01-03-2024 15:32:58:997,-,0D:51:0F:2D:01:C0,-86,1606000109210a3675b7995f48526563657074696f6e
15,01-03-2024 15:32:59:009,IW64,7C:D9:F4:03:A3:3C,-94,0689a0001805d050949573634
16,01-03-2024 15:32:59:092,-,29:3D:D9:91:43:D3,-96,1e060001092022ea05b329ee851dfd2d40969140be4af89834894e43d602
17,01-03-2024 15:32:59:098,-,60:CB:31:90:45:FA,-86,1e06000109200297908a544e20eb72d56d3ed34bc358bb6e6c1c47c0c559
18,01-03-2024 15:32:59:156,-,0F:B8:B6:64:64:DB,-90,1e0600010920028f767e3436cd2450fd5b09b6ce98f2404a423c3445514a
19,01-03-2024 15:32:59:185,-,04:A8:0B:C0:3E:AA,-102,1e060001092002d53b7fbb491ab7f7fe08562e47253a6f406342216c9f09
20,01-03-2024 15:32:59:194,-,63:C1:7D:C5:5C:F2,-50,0a4c001005771c0245ac
21,01-03-2024 15:32:59:208,-,29:3D:D9:91:43:D3,-90,1e060001092022ea05b329ee851dfd2d40969140be4af89834894e43d602
22,01-03-2024 15:32:59:213,-,0D:51:0F:2D:01:C0,-73,1606000109210a3675b7995f48526563657074696f6e
23,01-03-2024 15:32:59:290,-,04:A8:0B:C0:3E:AA,-96,1e060001092002d53b7fbb491ab7f7fe08562e47253a6f406342216c9f09
24,01-03-2024 15:32:59:314,-,0D:51:0F:2D:01:C0,-78,1606000109210a3675b7995f48526563657074696f6e
25,01-03-2024 15:32:59:322,-,60:CB:31:90:45:FA,-91,1e06000109200297908a544e20eb72d56d3ed34bc358bb6e6c1c47c0c559
26,01-03-2024 15:32:59:369,IW13,7C:D9:F4:00:9D:60,-92,0689a00018066050949573133
27,01-03-2024 15:32:59:377,-,0F:B8:B6:64:64:DB,-86,1e0600010920028f767e3436cd2450fd5b09b6ce98f2404a423c3445514a
28,01-03-2024 15:32:59:474,-,0F:B8:B6:64:64:DB,-96,1e0600010920028f767e3436cd2450fd5b09b6ce98f2404a423c3445514a
29,01-03-2024 15:32:59:484,-,63:C1:7D:C5:5C:F2,-47,0a4c001005771c0245ac
30,01-03-2024 15:32:59:506,-,04:A8:0B:C0:3E:AA,-96,1e060001092002d53b7fbb491ab7f7fe08562e47253a6f406342216c9f09
31,01-03-2024 15:32:59:522,-,0D:51:0F:2D:01:C0,-70,1606000109210a3675b7995f48526563657074696f6e
32,01-03-2024 15:32:59:532,-,60:CB:31:90:45:FA,-96,1e06000109200297908a544e20eb72d56d3ed34bc358bb6e6c1c47c0c559
33,01-03-2024 15:32:59:542,-,29:3D:D9:91:43:D3,-87,1e060001092022ea05b329ee851dfd2d40969140be4af89834894e43d602
34,01-03-2024 15:32:59:555,IW63,7C:D9:F4:1C:2E:D9,-80,0689a00018049050949573633
35,01-03-2024 15:32:59:576,IW17,7C:D9:F4:02:8B:BA,-90,0689a00018068050949573137
36,01-03-2024 15:32:59:637,-,29:3D:D9:91:43:D3,-90,1e060001092022ea05b329ee851dfd2d40969140be4af89834894e43d602
37,01-03-2024 15:32:59:683,-,0F:B8:B6:64:64:DB,-99,1e0600010920028f767e3436cd2450fd5b09b6ce98f2404a423c3445514a
38,01-03-2024 15:32:59:706,-,04:A8:0B:C0:3E:AA,-93,1e060001092002d53b7fbb491ab7f7fe08562e47253a6f406342216c9f09
39,01-03-2024 15:32:59:740,-,0D:51:0F:2D:01:C0,-80,1606000109210a3675b7995f48526563657074696f6e
40,01-03-2024 15:32:59:756,-,63:C1:7D:C5:5C:F2,-46,0a4c001005771c0245ac
41,01-03-2024 15:32:59:812,FB BSW053,FA:61:2E:65:0A:30,-55,0af0ef00fa612e650a300a09464220425357303533
42,01-03-2024 15:32:59:819,-,C4:3C:5F:1D:40:D4,-99,074c0012020000
43,01-03-2024 15:32:59:835,-,0D:51:0F:2D:01:C0,-84,1606000109210a3675b7995f48526563657074696f6e
44,01-03-2024 15:32:59:876,IW17,7C:D9:F4:02:8B:BA,-86,0689a00018068050949573137
45,01-03-2024 15:32:59:897,-,0F:B8:B6:64:64:DB,-93,1e0600010920028f767e3436cd2450fd5b09b6ce98f2404a423c3445514a
46,01-03-2024 15:32:59:942,-,0D:51:0F:2D:01:C0,-81,1606000109210a3675b7995f48526563657074696f6e
47,01-03-2024 15:32:59:946,-,60:CB:31:90:45:FA,-93,1e06000109200297908a544e20eb72d56d3ed34bc358bb6e6c1c47c0c559
48,01-03-2024 15:33:00:022,-,63:C1:7D:C5:5C:F2,-46,0a4c001005771c0245ac
49,01-03-2024 15:33:00:039,-,29:3D:D9:91:43:D3,-90,1e060001092022ea05b329ee851dfd2d40969140be4af89834894e43d602
50,01-03-2024 15:33:00:047,-,0D:51:0F:2D:01:C0,-77,1606000109210a3675b7995f48526563657074696f6e
51,01-03-2024 15:33:00:053,-,60:CB:31:90:45:FA,-87,1e06000109200297908a544e20eb72d56d3ed34bc358bb6e6c1c47c0c559
52,01-03-2024 15:33:00:099,-,55:E5:22:5D:33:2D,-49,0d4c00160800c06905044235d6
53,01-03-2024 15:33:00:118,-,C5:E0:00:2C:BB:CD,-49,074c0012020000
54,01-03-2024 15:33:00:147,-,0D:51:0F:2D:01:C0,-70,1606000109210a3675b7995f48526563657074696f6e
55,01-03-2024 15:33:00:220,-,0F:B8:B6:64:64:DB,-93,1e0600010920028f767e3436cd2450fd5b09b6ce98f2404a423c3445514a
56,01-03-2024 15:33:00:230,-,04:A8:0B:C0:3E:AA,-87,1e060001092002d53b7fbb491ab7f7fe08562e47253a6f406342216c9f09
57,01-03-2024 15:33:00:300,-,63:C1:7D:C5:5C:F2,-40,0a4c001005771c0245ac
58,01-03-2024 15:33:00:307,IW21,7C:D9:F4:04:2B:B9,-84,0689a00018065050949573231
59,01-03-2024 15:33:00:319,-,0F:B8:B6:64:64:DB,-99,1e0600010920028f767e3436cd2450fd5b09b6ce98f2404a423c3445514a
60,01-03-2024 15:33:00:326,-,04:A8:0B:C0:3E:AA,-86,1e060001092002d53b7fbb491ab7f7fe08562e47253a6f406342216c9f09
61,01-03-2024 15:33:00:358,-,29:3D:D9:91:43:D3,-93,1e060001092022ea05b329ee851dfd2d40969140be4af89834894e43d602
62,01-03-2024 15:33:00:366,-,0D:51:0F:2D:01:C0,-75,1606000109210a3675b7995f48526563657074696f6e
63,01-03-2024 15:33:00:402,-,60:CB:31:90:45:FA,-93,1e06000109200297908a544e20eb72d56d3ed34bc358bb6e6c1c47c0c559
64,01-03-2024 15:33:00:422,-,0F:B8:B6:64:64:DB,-99,1e0600010920028f767e3436cd2450fd5b09b6ce98f2404a423c3445514a
65,01-03-2024 15:33:00:432,-,04:A8:0B:C0:3E:AA,-88,1e060001092002d53b7fbb491ab7f7fe08562e47253a6f406342216c9f09
66,01-03-2024 15:33:00:463,-,29:3D:D9:91:43:D3,-99,1e060001092022ea05b329ee851dfd2d40969140be4af89834894e43d602
67,01-03-2024 15:33:00:471,-,0D:51:0F:2D:01:C0,-90,1606000109210a3675b7995f48526563657074696f6e
68,01-03-2024 15:33:00:488,-,60:CB:31:90:45:FA,-96,1e06000109200297908a544e20eb72d56d3ed34bc358bb6e6c1c47c0c559
69,01-03-2024 15:33:00:506,IW17,7C:D9:F4:02:8B:BA,-83,0689a00018068050949573137
70,01-03-2024 15:33:00:562,-,29:3D:D9:91:43:D3,-90,1e060001092022ea05b329ee851dfd2d40969140be4af89834894e43d602
71,01-03-2024 15:33:00:576,-,63:C1:7D:C5:5C:F2,-46,0a4c001005771c0245ac
72,01-03-2024 15:33:00:591,-,0D:51:0F:2D:01:C0,-74,1606000109210a3675b7995f48526563657074696f6e
73,01-03-2024 15:33:00:607,IW10,7C:D9:F4:03:84:63,-99,0689a00018066050949573130
74,01-03-2024 15:33:00:637,-,04:A8:0B:C0:3E:AA,-93,1e060001092002d53b7fbb491ab7f7fe08562e47253a6f406342216c9f09
75,01-03-2024 15:33:00:667,-,29:3D:D9:91:43:D3,-96,1e060001092022ea05b329ee851dfd2d40969140be4af89834894e43d602
76,01-03-2024 15:33:00:683,-,0D:51:0F:2D:01:C0,-75,1606000109210a3675b7995f48526563657074696f6e
77,01-03-2024 15:33:00:689,-,60:CB:31:90:45:FA,-93,1e06000109200297908a544e20eb72d56d3ed34bc358bb6e6c1c47c0c559
78,01-03-2024 15:33:00:783,-,0D:51:0F:2D:01:C0,-87,1606000109210a3675b7995f48526563657074696f6e
79,01-03-2024 15:33:00:832,-,0F:B8:B6:64:64:DB,-98,1e0600010920028f767e3436cd2450fd5b09b6ce98f2404a423c3445514a
80,01-03-2024 15:33:00:845,-,04:A8:0B:C0:3E:AA,-92,1e060001092002d53b7fbb491ab7f7fe08562e47253a6f406342216c9f09
81,01-03-2024 15:33:00:883,-,29:3D:D9:91:43:D3,-86,1e060001092022ea05b329ee851dfd2d40969140be4af89834894e43d602
82,01-03-2024 15:33:00:890,-,0D:51:0F:2D:01:C0,-76,1606000109210a3675b7995f48526563657074696f6e
83,01-03-2024 15:33:00:911,IW21,7C:D9:F4:04:2B:B9,-90,0689a00018065050949573231
84,01-03-2024 15:33:00:949,-,04:A8:0B:C0:3E:AA,-99,1e060001092002d53b7fbb491ab7f7fe08562e47253a6f406342216c9f09
85,01-03-2024 15:33:00:982,-,29:3D:D9:91:43:D3,-96,1e060001092022ea05b329ee851dfd2d40969140be4af89834894e43d602
